Number of header lines; NASA Ames sub-format code,44,3010
Name of data creator,None
Institute of data creator,Data held at British Atmospheric Data Centre (BADC), Rutherford Appleton Laboratory, UK.
Data section,5.7,7.1,4.5
Data section,27742.0
Data section,19.7,15.8,10.6
Data section,14.5,8.9,6.4
Data section,8.6,6.5,5.4
Data section,2.4,2.3,-0.3
Data section,27773.0
Data section,18.3,14.2,8.7
Data section,13.0,7.0,4.1
Data section,6.5,4.4,3.3
Data section,0.0,0.7,-1.9
Data section,27803.0
Data section,18.3,14.1,8.7
Data section,12.4,6.2,4.0
Data section,5.5,4.0,3.4
Data section,-1.1,-0.1,-2.6
Data section,27833.0
Data section,22.3,18.1,13.0
Data section,16.2,10.3,8.3
Data section,9.2,8.0,7.7
Data section,2.8,4.3,2.0
Data section,27864.0
Data section,29.6,25.4,19.8
Data section,23.0,17.0,15.0
Data section,16.1,14.9,14.7
Data section,9.8,11.3,9.0
Data section,27894.0
Data section,36.0,31.4,25.1
Data section,29.2,22.4,19.9
Data section,21.7,20.2,19.7
Data section,15.0,16.6,14.1
Data section,27925.0
Data section,36.8,32.3,26.3
Data section,30.9,24.3,21.8
Data section,23.8,22.5,22.3
Data section,17.7,19.2,16.5
Data section,27955.0
Data section,35.0,31.7,27.6
Data section,30.5,25.8,24.7
Data section,24.8,24.9,25.5
Data section,20.9,22.7,21.0
Data section,27986.0
Data section,31.8,28.8,25.2
Data section,27.7,23.4,22.4
Data section,22.6,22.6,23.4
Data section,18.9,20.7,19.1
Data section,28017.0
Data section,32.6,29.1,24.9
Data section,27.7,22.6,21.3
Data section,21.8,21.3,21.7
Data section,17.1,18.8,17.1
Data section,28047.0
Data section,31.3,27.4,22.0
Data section,25.5,20.0,17.8
Data section,18.9,18.1,17.6
Data section,13.0,14.4,12.1
Data section,28078.0
Data section,25.3,21.3,16.3
Data section,20.0,14.3,12.0
Data section,13.1,12.2,11.5
Data section,6.9,8.1,5.3
Data section,28108.0
Data section,19.2,15.4,10.3
Data section,14.3,8.7,6.6
Data section,8.9,6.8,5.7
Data section,2.7,3.4,0.9
Data section,28139.0
Data section,16.3,12.2,7.0
Data section,11.0,5.0,2.8
Data section,4.7,2.8,1.8
Data section,-1.9,-1.5,-3.9
Data section,28169.0
Data section,19.5,15.4,9.9
Data section,13.4,7.5,5.1
Data section,6.8,5.0,4.2
Data section,0.2,1.1,-1.6
Data section,28198.0
Data section,27.1,23.0,17.6
Data section,20.8,15.0,12.9
Data section,14.1,12.8,12.6
Data section,7.8,9.0,6.6
Data section,28229.0
Data section,30.6,26.2,20.6
Data section,24.1,18.0,16.0
Data section,17.6,16.3,16.0
Data section,11.2,12.7,10.3
Data section,28259.0
Data section,34.3,29.6,23.0
Data section,27.5,20.6,18.2
Data section,20.1,18.6,18.1
Data section,13.4,14.9,12.3
Data section,28290.0
Data section,37.8,33.3,27.2
Data section,32.0,25.3,23.0
Data section,25.2,23.8,23.6
Data section,19.0,20.6,17.9
Data section,28320.0
Data section,34.8,31.5,27.4
Data section,30.2,25.5,24.4
Data section,24.6,24.6,25.3
Data section,20.5,22.3,20.6
Data section,28351.0
Data section,33.1,30.2,26.6
Data section,28.7,24.4,23.5
Data section,23.4,23.5,24.3
Data section,19.7,21.4,19.8
Data section,28382.0
Data section,32.8,29.3,25.0
Data section,28.0,23.0,21.7
Data section,22.1,21.7,22.2
Data section,17.5,19.1,17.2
Data section,28412.0
Data section,31.9,27.9,22.7
Data section,26.1,20.5,18.4
Data section,19.5,18.6,18.4
Data section,13.5,15.1,12.8
Data section,28443.0
Data section,26.6,22.7,17.5
Data section,20.9,15.4,13.1
Data section,14.4,13.1,12.2
Data section,8.0,9.4,6.9
Data section,28473.0
Data section,19.8,15.8,10.4
Data section,14.4,8.7,6.2
Data section,8.5,6.4,5.0
Data section,2.3,3.0,0.6
Data section,28504.0
Data section,16.5,12.3,7.0
Data section,11.2,5.1,2.3
Data section,4.3,2.3,1.1
Data section,-2.4,-1.7,-4.3
Data section,28534.0
Data section,18.9,14.6,9.1
Data section,12.9,6.7,4.2
Data section,6.2,4.5,3.6
Data section,-0.5,-0.2,-2.9
Data section,28563.0
Data section,22.1,17.9,12.3
Data section,15.9,10.0,7.8
Data section,8.9,7.7,7.3
Data section,2.5,4.0,1.6
Data section,28594.0
Data section,30.8,26.5,20.8
Data section,24.1,18.1,16.0
Data section,17.2,15.8,15.6
Data section,10.7,12.2,9.9
Data section,28624.0
Data section,38.7,34.1,27.7
Data section,31.8,25.1,22.5
Data section,24.0,22.6,22.2
Data section,17.3,18.9,16.2
Data section,28655.0
Data section,39.7,35.3,29.7
Data section,33.8,27.3,25.1
Data section,26.5,25.4,25.3
Data section,20.4,21.9,19.3
Data section,28685.0
Data section,33.6,30.4,26.1
Data section,29.1,24.4,23.6
Data section,23.5,23.6,24.5
Data section,19.4,21.7,20.0
Data section,28716.0
Data section,33.0,30.0,26.2
Data section,28.6,24.2,23.4
Data section,23.5,23.6,24.3
Data section,19.6,21.4,19.8
Data section,28747.0
Data section,33.2,29.7,25.4
Data section,28.4,23.4,22.0
Data section,22.6,22.1,22.6
Data section,18.2,19.8,17.9
Data section,28777.0
Data section,31.4,27.4,22.4
Data section,25.7,20.2,18.2
Data section,19.4,18.4,18.1
Data section,13.6,15.1,12.7
Data section,28808.0
Data section,24.6,20.7,15.0
Data section,19.4,13.7,11.5
Data section,13.2,11.6,10.8
Data section,7.0,8.2,5.6
Data section,28838.0
Data section,20.5,16.6,10.9
Data section,15.5,9.9,7.1
Data section,9.5,7.4,6.2
Data section,3.2,3.8,1.3
Data section,28869.0
Data section,18.4,14.2,8.0
Data section,13.1,7.0,4.4
Data section,6.9,4.8,3.9
Data section,0.5,1.1,-1.4
Data section,28899.0
Data section,19.3,15.2,9.0
Data section,13.8,7.7,4.3
Data section,7.3,5.6,4.2
Data section,0.9,2.4,-0.2
Data section,28928.0
Data section,22.4,18.0,12.6
Data section,16.3,10.4,8.4
Data section,9.9,8.6,8.3
Data section,3.7,5.2,2.9
Data section,28959.0
Data section,31.7,27.4,21.7
Data section,25.1,19.1,16.9
Data section,18.4,17.0,16.7
Data section,11.9,13.3,10.8
Data section,28989.0
Data section,33.2,28.4,22.1
Data section,26.4,19.5,17.0
Data section,18.6,17.3,16.8
Data section,11.8,13.5,10.9
Data section,29020.0
Data section,38.7,34.3,28.4
Data section,32.7,26.1,23.9
Data section,25.5,24.3,24.0
Data section,19.3,20.9,18.3
Data section,29050.0
Data section,35.6,32.4,28.1
Data section,30.9,26.3,25.1
Data section,25.3,25.3,25.7
Data section,21.1,22.9,21.1
Data section,29081.0
Data section,33.1,30.3,26.6
Data section,28.6,24.3,23.5
Data section,23.0,23.3,24.2
Data section,19.0,20.8,19.3
Data section,29112.0
Data section,32.5,29.1,24.5
Data section,27.7,22.7,21.0
Data section,21.7,21.4,21.6
Data section,17.1,18.7,16.9
Data section,29142.0
Data section,32.0,28.0,22.9
Data section,26.4,20.9,19.1
Data section,20.5,19.3,19.1
Data section,14.8,16.2,13.7
Data section,29173.0
Data section,25.7,21.7,16.7
Data section,20.6,14.7,12.5
Data section,14.4,12.7,11.8
Data section,8.3,9.3,6.6
Data section,29203.0
Data section,19.7,15.7,10.8
Data section,15.1,9.5,7.1
Data section,9.5,7.3,6.1
Data section,3.2,4.1,1.7
Data section,29234.0
Data section,16.6,12.5,7.7
Data section,11.3,5.4,3.8
Data section,5.6,3.6,2.7
Data section,-0.9,-0.1,-2.5
Data section,29264.0
Data section,18.8,14.7,9.4
Data section,13.3,7.2,5.0
Data section,6.5,4.9,4.3
Data section,-0.2,1.0,-1.3
Data section,29294.0
Data section,22.7,18.5,13.4
Data section,16.7,10.9,8.9
Data section,9.9,8.6,8.4
Data section,3.5,5.2,2.9
Data section,29325.0
Data section,32.3,28.1,22.4
Data section,25.6,19.7,17.4
Data section,18.7,17.5,17.0
Data section,12.3,13.7,11.4
Data section,29355.0
Data section,37.8,33.1,26.1
Data section,30.3,23.5,20.9
Data section,22.8,21.3,20.6
Data section,16.5,17.5,14.8
Data section,29386.0
Data section,39.0,34.6,28.7
Data section,33.2,26.6,24.3
Data section,26.0,24.8,24.6
Data section,19.8,21.3,18.7
Data section,29416.0
Data section,34.6,31.3,27.4
Data section,30.2,25.5,24.4
Data section,24.6,24.6,25.3
Data section,20.6,22.5,20.8
Data section,29447.0
Data section,33.0,30.1,26.3
Data section,28.5,24.1,23.2
Data section,23.1,23.2,23.9
Data section,19.2,21.0,19.4
Data section,29478.0
Data section,32.8,29.3,25.0
Data section,27.9,22.9,21.5
Data section,21.9,21.6,22.0
Data section,17.2,19.0,17.1
Data section,29508.0
Data section,31.2,27.1,22.0
Data section,25.8,20.3,18.1
Data section,19.6,18.5,18.1
Data section,13.8,15.3,13.0
Data section,29539.0
Data section,25.7,21.7,16.6
Data section,20.8,15.0,12.6
Data section,14.9,13.1,12.4
Data section,8.7,10.2,7.5
Data section,29569.0
Data section,19.8,16.0,10.9
Data section,15.0,9.5,6.7
Data section,9.4,7.2,6.1
Data section,3.2,4.1,1.6
Data section,29600.0
Data section,17.3,13.2,8.1
Data section,12.1,6.1,4.3
Data section,6.4,4.4,3.3
Data section,0.1,0.8,-1.7
Data section,29630.0
Data section,19.8,15.7,10.3
Data section,14.1,8.0,5.8
Data section,7.4,5.7,5.0
Data section,0.9,1.9,-0.6
Data section,29659.0
Data section,23.8,19.6,14.2
Data section,17.7,11.9,10.0
Data section,11.3,10.0,9.8
Data section,5.2,6.7,4.3
Data section,29690.0
Data section,31.2,26.9,21.2
Data section,24.5,18.6,16.4
Data section,17.7,16.4,16.2
Data section,11.3,12.8,10.4
Data section,29720.0
Data section,36.6,31.8,25.6
Data section,29.7,22.9,20.6
Data section,22.5,21.0,20.5
Data section,15.8,17.3,14.6
Data section,29751.0
Data section,38.2,33.7,27.9
Data section,32.2,25.6,23.3
Data section,24.8,23.7,23.4
Data section,18.6,20.1,17.6
Data section,29781.0
Data section,33.6,30.3,26.6
Data section,29.1,24.4,23.5
Data section,23.3,23.4,24.4
Data section,19.2,21.1,19.5
Data section,29812.0
Data section,32.9,29.9,26.3
Data section,28.4,24.0,23.0
Data section,22.8,22.9,23.7
Data section,18.9,20.6,19.0
Data section,29843.0
Data section,33.4,29.9,25.5
Data section,28.2,23.3,21.9
Data section,22.2,21.9,22.2
Data section,17.6,19.0,17.1
Data section,29873.0
Data section,29.8,25.9,20.9
Data section,24.2,18.7,16.7
Data section,17.7,16.7,16.4
Data section,11.8,13.2,10.8
Data section,29904.0
Data section,24.2,20.3,14.7
Data section,19.1,13.3,11.0
Data section,13.3,11.4,10.6
Data section,7.0,8.0,5.3
Data section,29934.0
Data section,19.3,15.3,9.9
Data section,14.4,8.7,6.2
Data section,8.6,6.5,5.5
Data section,2.6,3.1,0.6
Data section,29965.0
Data section,18.1,14.0,8.6
Data section,12.9,6.9,4.3
Data section,6.8,4.7,3.7
Data section,0.5,1.2,-1.3
Data section,29995.0
Data section,16.8,12.7,7.5
Data section,11.1,5.0,2.9
Data section,4.5,2.7,2.1
Data section,-2.3,-0.5,-2.9
Data section,30024.0
Data section,21.3,17.1,12.1
Data section,15.2,9.3,7.8
Data section,8.9,7.7,7.5
Data section,2.8,4.3,2.0
Data section,30055.0
Data section,29.8,25.4,19.6
Data section,23.3,17.2,15.0
Data section,16.8,15.4,15.2
Data section,10.4,11.8,9.5
Data section,30085.0
Data section,33.5,28.8,22.3
Data section,26.9,20.0,17.7
Data section,20.0,18.4,18.0
Data section,13.5,15.0,12.3
Data section,30116.0
Data section,37.9,33.4,27.3
Data section,31.9,25.3,23.0
Data section,24.7,23.5,23.2
Data section,18.4,20.0,17.4
Data section,30146.0
Data section,35.5,32.3,28.0
Data section,30.5,25.9,24.7
Data section,24.8,24.8,25.3
Data section,20.8,22.4,20.7
Data section,30177.0
Data section,32.9,30.0,26.3
Data section,28.5,24.1,23.2
Data section,23.1,23.2,24.1
Data section,19.3,21.1,19.5
Data section,30208.0
Data section,32.6,29.1,24.5
Data section,27.4,22.4,20.9
Data section,21.2,21.0,21.1
Data section,16.5,17.9,16.2
Data section,30238.0
Data section,30.6,26.6,21.4
Data section,25.0,19.5,17.4
Data section,18.5,17.5,17.3
Data section,12.7,14.2,11.8
Data section,30269.0
Data section,24.5,20.7,15.4
Data section,19.2,13.6,11.3
Data section,12.5,11.3,10.6
Data section,6.2,7.5,5.0
Data section,30299.0
Data section,18.6,14.6,9.6
Data section,13.6,7.9,5.4
Data section,7.6,5.4,4.2
Data section,1.3,1.9,-0.6
Data section,30330.0
Data section,17.3,13.1,7.7
Data section,12.0,6.1,3.4
Data section,5.7,3.6,2.5
Data section,-0.8,-0.1,-2.6
Data section,30360.0
Data section,19.0,14.9,9.2
Data section,13.3,7.3,4.2
Data section,7.0,5.2,4.0
Data section,0.7,2.0,-0.6
Data section,30389.0
Data section,21.7,17.5,12.0
Data section,15.4,9.5,7.7
Data section,8.8,7.5,7.2
Data section,2.5,4.0,1.6
Data section,30420.0
Data section,27.4,23.0,17.3
Data section,20.8,14.7,12.8
Data section,14.5,13.1,12.8
Data section,8.0,9.6,7.2
Data section,30450.0
Data section,34.3,29.6,23.1
Data section,27.6,20.7,18.1
Data section,20.5,18.8,18.4
Data section,13.9,15.4,12.7
Data section,30481.0
Data section,37.1,32.6,26.3
Data section,31.1,24.6,22.0
Data section,23.9,22.5,22.3
Data section,17.7,19.2,16.6
Data section,30511.0
Data section,34.2,31.0,26.8
Data section,29.2,24.6,23.3
Data section,23.6,23.6,24.2
Data section,19.6,21.4,19.7
Data section,30542.0
Data section,33.1,30.2,26.5
Data section,28.7,24.4,23.7
Data section,23.8,23.9,24.8
Data section,20.1,21.8,20.3
Data section,30573.0
Data section,33.8,30.3,25.9
Data section,28.6,23.7,22.2
Data section,22.6,22.3,22.8
Data section,18.1,19.7,17.8
Data section,30603.0
Data section,30.4,26.3,21.1
Data section,24.7,19.1,17.2
Data section,18.7,17.5,17.2
Data section,12.9,14.2,11.8
Data section,30634.0
Data section,25.7,21.5,16.1
Data section,20.6,14.8,12.4
Data section,15.0,13.1,12.3
Data section,8.9,9.8,7.1
Data section,30664.0
Data section,19.3,15.3,10.2
Data section,14.2,8.7,6.5
Data section,8.9,6.7,5.6
Data section,2.7,3.3,0.9
Data section,30695.0
Data section,16.9,12.7,7.5
Data section,11.6,5.6,3.7
Data section,6.2,4.0,3.1
Data section,-0.2,0.5,-2.0
Data section,30725.0
Data section,17.2,13.0,7.8
Data section,11.6,5.5,3.0
Data section,4.9,3.2,2.7
Data section,-1.7,-0.6,-3.1
Data section,30755.0
Data section,26.3,22.2,16.8
Data section,19.9,14.1,12.2
Data section,13.1,11.9,11.8
Data section,7.0,8.3,5.9
Data section,30786.0
Data section,30.3,25.9,20.3
Data section,23.6,17.5,15.2
Data section,16.8,15.3,15.0
Data section,10.2,11.7,9.3
Data section,30816.0
Data section,37.8,33.1,26.8
Data section,30.5,23.7,21.3
Data section,22.9,21.5,21.0
Data section,16.2,17.4,14.7
Data section,30847.0
Data section,40.2,35.8,30.2
Data section,34.3,27.8,25.7
Data section,27.3,26.0,26.0
Data section,21.1,22.5,19.9
Data section,30877.0
Data section,33.8,30.6,26.6
Data section,29.4,24.8,23.6
Data section,24.0,24.0,24.6
Data section,19.9,21.8,20.2
Data section,30908.0
Data section,33.5,30.8,27.1
Data section,29.1,24.9,24.1
Data section,23.9,24.0,24.8
Data section,20.2,22.2,21.0
Data section,30939.0
Data section,31.6,28.1,23.7
Data section,26.5,21.6,20.3
Data section,20.5,20.2,20.7
Data section,16.0,17.7,15.8
Data section,30969.0
Data section,30.4,26.4,21.5
Data section,24.9,19.3,17.4
Data section,18.6,17.5,17.3
Data section,12.8,14.2,11.7
Data section,31000.0
Data section,24.4,20.6,15.2
Data section,19.3,13.6,11.4
Data section,13.4,11.8,11.0
Data section,7.2,8.4,5.8
Data section,31030.0
Data section,18.6,14.5,9.6
Data section,13.6,7.8,4.9
Data section,7.4,5.3,4.0
Data section,0.9,1.6,-0.8
Data section,31061.0
Data section,17.6,13.4,7.9
Data section,12.3,6.2,3.6
Data section,5.8,3.7,2.5
Data section,-0.8,-0.1,-2.6
Data section,31091.0
Data section,21.7,17.7,12.0
Data section,15.5,9.5,6.8
Data section,8.9,7.1,6.5
Data section,2.6,3.6,1.1
Data section,31120.0
Data section,26.1,21.9,16.4
Data section,19.9,14.0,11.8
Data section,13.2,11.9,11.7
Data section,6.8,8.3,6.0
Data section,31151.0
Data section,31.1,26.7,21.0
Data section,24.4,18.4,16.3
Data section,18.0,16.6,16.3
Data section,11.7,13.2,10.8
Data section,31181.0
Data section,36.2,31.5,25.0
Data section,29.3,22.5,19.8
Data section,21.8,20.2,19.8
Data section,15.0,16.5,13.8
Data section,31212.0
Data section,38.7,34.2,28.2
Data section,32.7,26.2,23.7
Data section,25.6,24.2,24.0
Data section,19.4,20.9,18.3
Data section,31242.0
Data section,34.7,31.4,27.4
Data section,30.3,25.6,24.3
Data section,24.7,24.8,25.4
Data section,20.9,22.8,21.1
Data section,31273.0
Data section,33.1,30.1,26.5
Data section,28.6,24.2,23.3
Data section,23.4,23.5,24.3
Data section,19.5,21.2,19.7
Data section,31304.0
Data section,33.7,30.3,25.9
Data section,28.7,23.9,22.5
Data section,22.9,22.6,23.0
Data section,18.4,19.8,17.9
Data section,31334.0
Data section,29.8,25.7,20.9
Data section,24.3,18.7,16.8
Data section,18.1,17.1,16.8
Data section,12.3,13.9,11.5
Data section,31365.0
Data section,25.2,21.2,16.0
Data section,20.1,14.3,12.0
Data section,14.2,12.4,11.5
Data section,8.0,9.1,6.4
Data section,31395.0
Data section,19.6,15.7,10.5
Data section,14.6,9.1,6.5
Data section,8.8,6.7,5.6
Data section,2.6,3.3,0.9
Data section,31426.0
Data section,16.1,12.1,6.9
Data section,10.9,4.9,2.6
Data section,4.8,2.6,1.9
Data section,-1.6,-0.5,-2.6
Data section,31456.0
Data section,19.2,15.1,9.4
Data section,13.4,7.3,5.1
Data section,6.9,5.2,4.7
Data section,0.6,2.0,-0.6
Data section,31485.0
Data section,22.6,18.5,13.2
Data section,16.5,10.6,8.8
Data section,9.9,8.6,8.4
Data section,3.7,5.2,2.9
Data section,31516.0
Data section,29.6,25.2,19.5
Data section,23.0,16.9,14.6
Data section,16.1,14.8,14.5
Data section,9.7,11.2,8.9
Data section,31546.0
Data section,34.2,29.5,23.0
Data section,27.4,20.5,17.9
Data section,20.0,18.4,18.0
Data section,13.4,14.9,12.2
Data section,31577.0
Data section,37.8,33.4,27.5
Data section,32.0,25.3,22.8
Data section,24.6,23.4,23.2
Data section,18.4,19.9,17.3
Data section,31607.0
Data section,33.4,30.1,26.3
Data section,29.2,24.5,23.2
Data section,23.5,23.6,24.4
Data section,19.5,21.5,19.8
Data section,31638.0
Data section,32.5,29.6,25.9
Data section,28.1,23.7,22.8
Data section,22.8,22.9,23.7
Data section,18.9,20.7,19.1
Data section,31669.0
Data section,33.0,29.6,25.3
Data section,28.1,23.2,21.8
Data section,22.2,22.0,22.4
Data section,17.8,19.5,17.5
Data section,31699.0
Data section,31.1,27.1,21.9
Data section,25.8,20.2,17.9
Data section,19.7,18.5,18.0
Data section,13.9,15.4,13.0
Data section,31730.0
Data section,25.1,21.2,16.0
Data section,19.9,14.2,11.9
Data section,13.7,12.1,11.4
Data section,7.4,8.5,5.8
Data section,31760.0
Data section,17.8,13.8,8.4
Data section,12.9,7.2,4.3
Data section,7.1,5.0,3.5
Data section,0.8,1.7,-0.5
Data section,31791.0
Data section,19.5,15.3,9.6
Data section,13.5,7.6,4.3
Data section,7.4,5.3,3.7
Data section,1.0,1.8,-0.8
Data section,31821.0
Data section,21.0,16.7,11.3
Data section,15.1,9.0,6.3
Data section,8.6,6.8,6.1
Data section,2.0,3.2,0.7
Data section,31850.0
Data section,24.5,20.3,14.9
Data section,18.3,12.5,10.6
Data section,11.7,10.6,10.4
Data section,5.5,7.1,4.8
Data section,31881.0
Data section,30.6,26.3,20.5
Data section,24.0,18.0,15.5
Data section,16.9,15.6,15.4
Data section,10.6,12.2,9.8
Data section,31911.0
Data section,32.3,27.4,20.9
Data section,25.5,18.6,15.9
Data section,18.2,16.7,16.2
Data section,11.5,13.1,10.4
Data section,31942.0
Data section,37.2,32.8,26.9
Data section,31.3,24.7,22.3
Data section,24.0,22.7,22.6
Data section,17.8,19.3,16.7
Data section,31972.0
Data section,34.9,31.6,27.5
Data section,29.5,24.9,23.9
Data section,23.7,23.8,24.5
Data section,19.6,21.1,19.5
Data section,32003.0
Data section,34.4,31.5,27.6
Data section,30.0,25.6,24.5
Data section,24.4,24.4,25.2
Data section,20.7,22.4,20.7
Data section,32034.0
Data section,34.9,31.5,26.8
Data section,29.6,24.7,23.2
Data section,23.5,23.3,23.7
Data section,19.1,20.7,18.8
Data section,32064.0
Data section,30.5,26.5,21.4
Data section,24.9,19.3,17.0
Data section,18.2,17.3,17.0
Data section,12.1,13.8,11.5
Data section,32095.0
Data section,26.0,22.1,16.9
Data section,20.9,15.1,12.6
Data section,14.6,13.2,12.4
Data section,8.5,9.6,6.9
Data section,32125.0
Data section,20.2,16.1,10.5
Data section,15.3,9.6,7.2
Data section,10.1,7.8,6.8
Data section,4.1,4.6,2.1
Data section,32156.0
Data section,19.4,15.2,9.9
Data section,14.2,8.2,5.5
Data section,7.8,5.8,4.8
Data section,1.5,2.2,-0.3
Data section,32186.0
Data section,21.0,16.9,11.4
Data section,15.1,9.0,6.5
Data section,8.4,6.7,6.0
Data section,2.0,2.8,0.4
Data section,32216.0
Data section,23.3,19.1,13.7
Data section,17.2,11.3,9.2
Data section,10.3,9.1,8.8
Data section,3.9,5.5,3.2
Data section,32247.0
Data section,32.2,27.9,22.1
Data section,25.6,19.6,17.1
Data section,18.5,17.1,16.8
Data section,12.1,13.5,11.2
Data section,32277.0
Data section,37.8,33.1,26.6
Data section,31.0,24.2,21.4
Data section,23.2,21.6,21.2
Data section,16.5,18.0,15.3
Data section,32308.0
Data section,38.3,33.8,27.9
Data section,32.5,25.9,23.5
Data section,25.4,24.0,23.8
Data section,19.2,20.6,17.9
Data section,32338.0
Data section,34.7,31.4,27.4
Data section,30.1,25.3,24.5
Data section,24.5,24.5,25.4
Data section,20.5,22.4,20.8
Data section,32369.0
Data section,32.6,29.6,25.9
Data section,28.2,23.8,22.7
Data section,22.8,22.9,23.6
Data section,19.0,20.7,19.1
Data section,32400.0
Data section,33.2,29.7,25.3
Data section,28.2,23.2,21.8
Data section,22.3,21.9,22.4
Data section,17.9,19.5,17.5
Data section,32430.0
Data section,30.7,26.6,21.4
Data section,25.0,19.4,17.3
Data section,18.4,17.4,17.2
Data section,12.6,14.0,11.6
